Name,Type
Magcargo ex,Pokémon,Twilight Masquerade,191,{R},0
Teal Mask Ogerpon ex,Pokémon,Twilight Masquerade,190,{G},0
Sinistcha ex,Pokémon,Twilight Masquerade,189,{G},0
Eevee,Pokémon,Twilight Masquerade,188,{C},0
Chansey,Pokémon,Twilight Masquerade,187,{C},0
Tatsugiri,Pokémon,Twilight Masquerade,186,{N},0
Applin,Pokémon,Twilight Masquerade,185,{N},0
Lairon,Pokémon,Twilight Masquerade,184,{M},0
Timburr,Pokémon,Twilight Masquerade,183,{F},0
Probopass,Pokémon,Twilight Masquerade,182,{F},0
Hisuian Growlithe,Pokémon,Twilight Masquerade,181,{F},0
Enamorus,Pokémon,Twilight Masquerade,180,{P},0
Chimecho,Pokémon,Twilight Masquerade,179,{P},0
Wattrel,Pokémon,Twilight Masquerade,178,{L},0
Heliolisk,Pokémon,Twilight Masquerade,177,{L},0
Cramorant,Pokémon,Twilight Masquerade,176,{W},0
Phione,Pokémon,Twilight Masquerade,175,{W},0
Froslass,Pokémon,Twilight Masquerade,174,{W},0
Infernape,Pokémon,Twilight Masquerade,173,{R},0
Torkoal,Pokémon,Twilight Masquerade,172,{R},0
Poltchageist,Pokémon,Twilight Masquerade,171,{G},0
Dipplin,Pokémon,Twilight Masquerade,170,{G},0
Sunflora,Pokémon,Twilight Masquerade,169,{G},0
Pinsir,Pokémon,Twilight Masquerade,168,{G},0
Legacy Energy,Energy,Twilight Masquerade,167,{G},0
Boomerang Energy,Energy,Twilight Masquerade,166,{G},0
Unfair Stamp,Trainer,Twilight Masquerade,165,0,Item
Survival Brace,Trainer,Twilight Masquerade,164,0,Pokémon Tool
Secret Box,Trainer,Twilight Masquerade,163,0,Item
Scoop Up Cyclone,Trainer,Twilight Masquerade,162,0,Item
Raifort,Trainer,Twilight Masquerade,161,0,Supporter
Perrin,Trainer,Twilight Masquerade,160,0,Supporter
Ogre’s Mask,Trainer,Twilight Masquerade,159,0,Item
Lucky Helmet,Trainer,Twilight Masquerade,158,0,Pokémon Tool
Lucian,Trainer,Twilight Masquerade,157,0,Supporter
Love Ball,Trainer,Twilight Masquerade,156,0,Item
Lana’s Aid,Trainer,Twilight Masquerade,155,0,Supporter
Kieran,Trainer,Twilight Masquerade,154,0,Supporter
Jamming Tower,Trainer,Twilight Masquerade,153,0,Stadium
Hyper Aroma,Trainer,Twilight Masquerade,152,0,Item
Hassel,Trainer,Twilight Masquerade,151,0,Supporter
Handheld Fan,Trainer,Twilight Masquerade,150,0,Pokémon Tool
Festival Grounds,Trainer,Twilight Masquerade,149,0,Stadium
Enhanced Hammer,Trainer,Twilight Masquerade,148,0,Item
Cook,Trainer,Twilight Masquerade,147,0,Supporter
Community Center,Trainer,Twilight Masquerade,146,0,Stadium
Carmine,Trainer,Twilight Masquerade,145,0,Supporter
Caretaker,Trainer,Twilight Masquerade,144,0,Supporter
Bug Catching Set,Trainer,Twilight Masquerade,143,0,Item
Accompanying Flute,Trainer,Twilight Masquerade,142,0,Item
Bloodmoon Ursaluna ex,Pokémon,Twilight Masquerade,141,{C},0
Swanna,Pokémon,Twilight Masquerade,140,{C},0
Ducklett,Pokémon,Twilight Masquerade,139,{C},0
Ambipom,Pokémon,Twilight Masquerade,138,{C},0
Aipom,Pokémon,Twilight Masquerade,137,{C},0
Snorlax,Pokémon,Twilight Masquerade,136,{C},0
Eevee,Pokémon,Twilight Masquerade,135,{C},0
Blissey ex,Pokémon,Twilight Masquerade,134,{C},0
Chansey,Pokémon,Twilight Masquerade,133,{C},0
Farfetch’d,Pokémon,Twilight Masquerade,132,{C},0
Tatsugiri,Pokémon,Twilight Masquerade,131,{N},0
Dragapult ex,Pokémon,Twilight Masquerade,130,{N},0
Drakloak,Pokémon,Twilight Masquerade,129,{N},0
Dreepy,Pokémon,Twilight Masquerade,128,{N},0
Iron Leaves ex,Pokémon,Scarlet & Violet Promos,128,{G},0
Dipplin,Pokémon,Twilight Masquerade,127,{N},0
Walking Wake ex,Pokémon,Scarlet & Violet Promos,127,{W},0
Applin,Pokémon,Twilight Masquerade,126,{N},0
Revavroom,Pokémon,Twilight Masquerade,125,{M},0
Varoom,Pokémon,Twilight Masquerade,124,{M},0
Teal Mask Ogerpon,Pokémon,Scarlet & Violet Promos,123,{G},0
Heatran,Pokémon,Twilight Masquerade,123,{M},0
Snorlax,Pokémon,Scarlet & Violet Promos,122,{C},0
Aggron,Pokémon,Twilight Masquerade,122,{M},0
Revavroom,Pokémon,Scarlet & Violet Promos,121,{M},0
Lairon,Pokémon,Twilight Masquerade,121,{M},0
Pupitar,Pokémon,Scarlet & Violet Promos,120,{F},0
Aron,Pokémon,Twilight Masquerade,120,{M},0
Toxel,Pokémon,Scarlet & Violet Promos,119,{L},0
Skarmory,Pokémon,Twilight Masquerade,119,{M},0
Tatsugiri,Pokémon,Scarlet & Violet Promos,118,{N},0
Brute Bonnet,Pokémon,Twilight Masquerade,118,{D},0
Scolipede,Pokémon,Twilight Masquerade,117,{D},0
Froslass,Pokémon,Scarlet & Violet Promos,117,{W},0
Whirlipede,Pokémon,Twilight Masquerade,116,{D},0
Infernape,Pokémon,Scarlet & Violet Promos,116,{R},0
Venipede,Pokémon,Twilight Masquerade,115,{D},0
Thwackey,Pokémon,Scarlet & Violet Promos,115,{G},0
Mightyena,Pokémon,Twilight Masquerade,114,{D},0
Picnicker,Trainer,Scarlet & Violet Promos,114,0,Supporter
Poochyena,Pokémon,Twilight Masquerade,113,{D},0
Cornerstone Mask Ogerpon ex,Pokémon,Twilight Masquerade,112,{F},0
Okidogi,Pokémon,Twilight Masquerade,111,{F},0
Ting-Lu,Pokémon,Twilight Masquerade,110,{F},0
Glimmora,Pokémon,Twilight Masquerade,109,{F},0
Glimmet,Pokémon,Twilight Masquerade,108,{F},0
Hawlucha,Pokémon,Twilight Masquerade,107,{F},0
Greninja ex,Pokémon,Twilight Masquerade,106,{F},0
Conkeldurr,Pokémon,Twilight Masquerade,105,{F},0
Gurdurr,Pokémon,Twilight Masquerade,104,{F},0
Timburr,Pokémon,Twilight Masquerade,103,{F},0
Probopass,Pokémon,Twilight Masquerade,102,{F},0
Nosepass,Pokémon,Twilight Masquerade,101,{F},0
Hisuian Arcanine,Pokémon,Twilight Masquerade,100,{F},0
Hisuian Growlithe,Pokémon,Twilight Masquerade,99,{F},0
Sandslash,Pokémon,Twilight Masquerade,98,{F},0
Sandshrew,Pokémon,Twilight Masquerade,97,{F},0
Fezandipiti,Pokémon,Twilight Masquerade,96,{P},0
Munkidori,Pokémon,Twilight Masquerade,95,{P},0
Scream Tail ex,Pokémon,Twilight Masquerade,94,{P},0
Enamorus,Pokémon,Twilight Masquerade,93,{P},0
Palossand,Pokémon,Twilight Masquerade,92,{P},0
Sandygast,Pokémon,Twilight Masquerade,91,{P},0
Slurpuff,Pokémon,Twilight Masquerade,90,{P},0
Swirlix,Pokémon,Twilight Masquerade,89,{P},0
Florges,Pokémon,Twilight Masquerade,88,{P},0
Floette,Pokémon,Twilight Masquerade,87,{P},0
Flabébé,Pokémon,Twilight Masquerade,86,{P},0
Chimecho,Pokémon,Twilight Masquerade,85,{P},0
Farigiraf,Pokémon,Twilight Masquerade,84,{P},0
Girafarig,Pokémon,Twilight Masquerade,83,{P},0
Alakazam,Pokémon,Twilight Masquerade,82,{P},0
Kadabra,Pokémon,Twilight Masquerade,81,{P},0
Abra,Pokémon,Twilight Masquerade,80,{P},0
Clefable,Pokémon,Twilight Masquerade,79,{P},0
Clefairy,Pokémon,Twilight Masquerade,78,{P},0
Iron Thorns ex,Pokémon,Twilight Masquerade,77,{L},0
Kilowattrel,Pokémon,Twilight Masquerade,76,{L},0
Wattrel,Pokémon,Twilight Masquerade,75,{L},0
Bellibolt,Pokémon,Twilight Masquerade,74,{L},0
Tadbulb,Pokémon,Twilight Masquerade,73,{L},0
Morpeko,Pokémon,Twilight Masquerade,72,{L},0
Heliolisk,Pokémon,Twilight Masquerade,71,{L},0
Helioptile,Pokémon,Twilight Masquerade,70,{L},0
Emolga,Pokémon,Twilight Masquerade,69,{L},0
Luxray ex,Pokémon,Twilight Masquerade,68,{L},0
Luxio,Pokémon,Twilight Masquerade,67,{L},0
Shinx,Pokémon,Twilight Masquerade,66,{L},0
Zapdos,Pokémon,Twilight Masquerade,65,{L},0
Wellspring Mask Ogerpon ex,Pokémon,Twilight Masquerade,64,{W},0
Walking Wake,Pokémon,Twilight Masquerade,63,{W},0
Iron Bundle,Pokémon,Twilight Masquerade,62,{W},0
Palafin ex,Pokémon,Twilight Masquerade,61,{W},0
Palafin,Pokémon,Twilight Masquerade,60,{W},0
Finizen,Pokémon,Twilight Masquerade,59,{W},0
Cramorant,Pokémon,Twilight Masquerade,58,{W},0
Frogadier,Pokémon,Twilight Masquerade,57,{W},0
Froakie,Pokémon,Twilight Masquerade,56,{W},0
Phione,Pokémon,Twilight Masquerade,55,{W},0
Glaceon,Pokémon,Twilight Masquerade,54,{W},0
Froslass,Pokémon,Twilight Masquerade,53,{W},0
Glalie,Pokémon,Twilight Masquerade,52,{W},0
Snorunt,Pokémon,Twilight Masquerade,51,{W},0
Milotic,Pokémon,Twilight Masquerade,50,{W},0
Feebas,Pokémon,Twilight Masquerade,49,{W},0
Crawdaunt,Pokémon,Twilight Masquerade,48,{W},0
Corphish,Pokémon,Twilight Masquerade,47,{W},0
Jynx,Pokémon,Twilight Masquerade,46,{W},0
Seaking,Pokémon,Twilight Masquerade,45,{W},0
Goldeen,Pokémon,Twilight Masquerade,44,{W},0
Poliwrath,Pokémon,Twilight Masquerade,43,{W},0
Poliwhirl,Pokémon,Twilight Masquerade,42,{W},0
Poliwag,Pokémon,Twilight Masquerade,41,{W},0
Hearthflame Mask Ogerpon ex,Pokémon,Twilight Masquerade,40,{R},0
Chi-Yu,Pokémon,Twilight Masquerade,39,{R},0
Chandelure,Pokémon,Twilight Masquerade,38,{R},0
Lampent,Pokémon,Twilight Masquerade,37,{R},0
Litwick,Pokémon,Twilight Masquerade,36,{R},0
Darmanitan,Pokémon,Twilight Masquerade,35,{R},0
Darumaka,Pokémon,Twilight Masquerade,34,{R},0
Infernape,Pokémon,Twilight Masquerade,33,{R},0
Monferno,Pokémon,Twilight Masquerade,32,{R},0
Chimchar,Pokémon,Twilight Masquerade,31,{R},0
Torkoal,Pokémon,Twilight Masquerade,30,{R},0
Magcargo ex,Pokémon,Twilight Masquerade,29,{R},0
Slugma,Pokémon,Twilight Masquerade,28,{R},0
Ninetales,Pokémon,Twilight Masquerade,27,{R},0
Vulpix,Pokémon,Twilight Masquerade,26,{R},0
Teal Mask Ogerpon ex,Pokémon,Twilight Masquerade,25,{G},0
Teal Mask Ogerpon,Pokémon,Twilight Masquerade,24,{G},0
Sinistcha ex,Pokémon,Twilight Masquerade,23,{G},0
Sinistcha,Pokémon,Twilight Masquerade,22,{G},0
Poltchageist,Pokémon,Twilight Masquerade,21,{G},0
Poltchageist,Pokémon,Twilight Masquerade,20,{G},0
Iron Leaves,Pokémon,Twilight Masquerade,19,{G},0
Dipplin,Pokémon,Twilight Masquerade,18,{G},0
Applin,Pokémon,Twilight Masquerade,17,{G},0
Rillaboom,Pokémon,Twilight Masquerade,16,{G},0
Thwackey,Pokémon,Twilight Masquerade,15,{G},0
Grookey,Pokémon,Twilight Masquerade,14,{G},0
Trevenant,Pokémon,Twilight Masquerade,13,{G},0
Phantump,Pokémon,Twilight Masquerade,12,{G},0
Leafeon,Pokémon,Twilight Masquerade,11,{G},0
Illumise,Pokémon,Twilight Masquerade,10,{G},0
Volbeat,Pokémon,Twilight Masquerade,9,{G},0
Heracross,Pokémon,Twilight Masquerade,8,{G},0
Sunflora,Pokémon,Twilight Masquerade,7,{G},0
Sunkern,Pokémon,Twilight Masquerade,6,{G},0
Ariados,Pokémon,Twilight Masquerade,5,{G},0
Spinarak,Pokémon,Twilight Masquerade,4,{G},0
Pinsir,Pokémon,Twilight Masquerade,3,{G},0
Tangrowth,Pokémon,Twilight Masquerade,2,{G},0
Tangela,Pokémon,Twilight Masquerade,1,{G},0
Armarouge ex,Pokémon,Scarlet & Violet Promos,125,{R},0
Iono,Trainer,Scarlet & Violet Promos,124,0,Supporter
Melmetal ex,Pokémon,Scarlet & Violet Promos,104,{M},0
Houndoom ex,Pokémon,Scarlet & Violet Promos,103,{D},0
Grafaiai ex,Pokémon,Scarlet & Violet Promos,100,{C},0
Shroodle,Pokémon,Scarlet & Violet Promos,99,{C},0
Raging Bolt ex,Pokémon,Temporal Forces,218,{N},0
Iron Boulder ex,Pokémon,Temporal Forces,217,{F},0
Iron Crown ex,Pokémon,Temporal Forces,216,{P},0
Walking Wake ex,Pokémon,Temporal Forces,215,{W},0
Gouging Fire ex,Pokémon,Temporal Forces,214,{R},0
Iron Leaves ex,Pokémon,Temporal Forces,213,{G},0
Salvatore,Trainer,Temporal Forces,212,0,Supporter
Morty’s Conviction,Trainer,Temporal Forces,211,0,Supporter
Eri,Trainer,Temporal Forces,210,0,Supporter
Bianca’s Devotion,Trainer,Temporal Forces,209,0,Supporter
Raging Bolt ex,Pokémon,Temporal Forces,208,{N},0
Iron Boulder ex,Pokémon,Temporal Forces,207,{F},0
Iron Crown ex,Pokémon,Temporal Forces,206,{P},0
Walking Wake ex,Pokémon,Temporal Forces,205,{W},0
Gouging Fire ex,Pokémon,Temporal Forces,204,{R},0
Iron Leaves ex,Pokémon,Temporal Forces,203,{G},0
Salvatore,Trainer,Temporal Forces,202,0,Supporter
Morty’s Conviction,Trainer,Temporal Forces,201,0,Supporter
Explorer’s Guidance,Trainer,Temporal Forces,200,0,Supporter
Eri,Trainer,Temporal Forces,199,0,Supporter
Ciphermaniac’s Codebreaking,Trainer,Temporal Forces,198,0,Supporter
Bianca’s Devotion,Trainer,Temporal Forces,197,0,Supporter
Raging Bolt ex,Pokémon,Temporal Forces,196,{N},0
Scizor ex,Pokémon,Temporal Forces,195,{M},0
Farigiraf ex,Pokémon,Temporal Forces,194,{D},0
Gengar ex,Pokémon,Temporal Forces,193,{D},0
Iron Boulder ex,Pokémon,Temporal Forces,192,{F},0
Iron Crown ex,Pokémon,Temporal Forces,191,{P},0
Wugtrio ex,Pokémon,Temporal Forces,190,{L},0
Walking Wake ex,Pokémon,Temporal Forces,189,{W},0
Gouging Fire ex,Pokémon,Temporal Forces,188,{R},0
Incineroar ex,Pokémon,Temporal Forces,187,{R},0
Iron Leaves ex,Pokémon,Temporal Forces,186,{G},0
Torterra ex,Pokémon,Temporal Forces,185,{G},0
Drampa,Pokémon,Temporal Forces,184,{C},0
Cinccino,Pokémon,Temporal Forces,183,{C},0
Minccino,Pokémon,Temporal Forces,182,{C},0
Chatot,Pokémon,Temporal Forces,181,{C},0
Lickitung,Pokémon,Temporal Forces,180,{C},0
Meltan,Pokémon,Temporal Forces,179,{M},0
Metagross,Pokémon,Temporal Forces,178,{M},0
Gastly,Pokémon,Temporal Forces,177,{D},0
Arbok,Pokémon,Temporal Forces,176,{D},0
Mudsdale,Pokémon,Temporal Forces,175,{F},0
Excadrill,Pokémon,Temporal Forces,174,{F},0
Relicanth,Pokémon,Temporal Forces,173,{F},0
Cutiefly,Pokémon,Temporal Forces,172,{P},0
Reuniclus,Pokémon,Temporal Forces,171,{P},0
Bronzor,Pokémon,Temporal Forces,170,{P},0
Charjabug,Pokémon,Temporal Forces,169,{L},0
Snom,Pokémon,Temporal Forces,168,{W},0
Litten,Pokémon,Temporal Forces,167,{R},0
Sawsbuck,Pokémon,Temporal Forces,166,{G},0
Deerling,Pokémon,Temporal Forces,165,{G},0
Grotle,Pokémon,Temporal Forces,164,{G},0
Shiftry,Pokémon,Temporal Forces,163,{G},0
Neo Upper Energy,Energy,Temporal Forces,162,{G},0
Mist Energy,Energy,Temporal Forces,161,{G},0
Salvatore,Trainer,Temporal Forces,160,0,Supporter
Rescue Board,Trainer,Temporal Forces,159,0,Pokémon Tool
Reboot Pod,Trainer,Temporal Forces,158,0,Item
Prime Catcher,Trainer,Temporal Forces,157,0,Item
Perilous Jungle,Trainer,Temporal Forces,156,0,Stadium
Morty’s Conviction,Trainer,Temporal Forces,155,0,Supporter
Maximum Belt,Trainer,Temporal Forces,154,0,Pokémon Tool
Master Ball,Trainer,Temporal Forces,153,0,Item
Hero’s Cape,Trainer,Temporal Forces,152,0,Pokémon Tool
Heavy Baton,Trainer,Temporal Forces,151,0,Pokémon Tool
Hand Trimmer,Trainer,Temporal Forces,150,0,Item
Future Booster Energy Capsule,Trainer,Temporal Forces,149,0,Pokémon Tool
Full Metal Lab,Trainer,Temporal Forces,148,0,Stadium
Explorer’s Guidance,Trainer,Temporal Forces,147,0,Supporter
Eri,Trainer,Temporal Forces,146,0,Supporter
Ciphermaniac’s Codebreaking,Trainer,Temporal Forces,145,0,Supporter
Buddy-Buddy Poffin,Trainer,Temporal Forces,144,0,Item
Boxed Order,Trainer,Temporal Forces,143,0,Item
Bianca’s Devotion,Trainer,Temporal Forces,142,0,Supporter
Awakening Drum,Trainer,Temporal Forces,141,0,Item
Ancient Booster Energy Capsule,Trainer,Temporal Forces,140,0,Pokémon Tool
Iron Jugulis,Pokémon,Temporal Forces,139,{C},0
Drampa,Pokémon,Temporal Forces,138,{C},0
Cinccino,Pokémon,Temporal Forces,137,{C},0
Minccino,Pokémon,Temporal Forces,136,{C},0
Unfezant,Pokémon,Temporal Forces,135,{C},0
Tranquill,Pokémon,Temporal Forces,134,{C},0
Pidove,Pokémon,Temporal Forces,133,{C},0
Chatot,Pokémon,Temporal Forces,132,{C},0
Delcatty,Pokémon,Temporal Forces,131,{C},0
Skitty,Pokémon,Temporal Forces,130,{C},0
Dudunsparce,Pokémon,Temporal Forces,129,{C},0
Dunsparce,Pokémon,Temporal Forces,128,{C},0
Noctowl,Pokémon,Temporal Forces,127,{C},0
Hoothoot,Pokémon,Temporal Forces,126,{C},0
Lickilicky,Pokémon,Temporal Forces,125,{C},0
Lickitung,Pokémon,Temporal Forces,124,{C},0
Raging Bolt ex,Pokémon,Temporal Forces,123,{N},0
Miraidon ex,Pokémon,Temporal Forces,122,{N},0
Miraidon,Pokémon,Temporal Forces,121,{N},0
Koraidon ex,Pokémon,Temporal Forces,120,{N},0
Koraidon,Pokémon,Temporal Forces,119,{N},0
Iron Treads,Pokémon,Temporal Forces,118,{M},0
Melmetal,Pokémon,Temporal Forces,117,{M},0
