Minccino,Pokémon,Black & White Trainer Kit—Zoroark,4,{C},0,34
Fighting Energy,Energy,Black & White Trainer Kit—Excadrill,3,0,0,35
Darkness Energy,Energy,Black & White Trainer Kit—Zoroark,3,0,0,36
Fighting Energy,Energy,Black & White Trainer Kit—Excadrill,2,0,0,37
Watchog,Pokémon,Black & White Trainer Kit—Zoroark,2,{C},0,38
Purrloin,Pokémon,Black & White Trainer Kit—Zoroark,1,{D},0,39
Lillipup,Pokémon,Black & White Trainer Kit—Excadrill,1,{C},0,40
Tornadus,Pokémon,Emerging Powers,98,{C},0,41
Thundurus,Pokémon,Emerging Powers,97,{L},0,42
Recycle,Trainer,Emerging Powers,96,0,Item,43
Pokémon Catcher,Trainer,Emerging Powers,95,0,Item,44
Max Potion,Trainer,Emerging Powers,94,0,Item,45
Great Ball,Trainer,Emerging Powers,93,0,Item,46
Crushing Hammer,Trainer,Emerging Powers,92,0,Item,47
Cheren,Trainer,Emerging Powers,91,0,Supporter,48
Bianca,Trainer,Emerging Powers,90,0,Supporter,49
Tornadus,Pokémon,Emerging Powers,89,{C},0,50
Braviary,Pokémon,Emerging Powers,88,{C},0,51
Rufflet,Pokémon,Emerging Powers,87,{C},0,52
Rufflet,Pokémon,Emerging Powers,86,{C},0,53
Cinccino,Pokémon,Emerging Powers,85,{C},0,54
Minccino,Pokémon,Emerging Powers,84,{C},0,55
Audino,Pokémon,Emerging Powers,83,{C},0,56
Unfezant,Pokémon,Emerging Powers,82,{C},0,57
Tranquill,Pokémon,Emerging Powers,81,{C},0,58
Pidove,Pokémon,Emerging Powers,80,{C},0,59
Metal Energy,Energy,HeartGold & SoulSilver,123,0,0,0
Darkness Energy,Energy,HeartGold & SoulSilver,122,0,0,1
Fighting Energy,Energy,HeartGold & SoulSilver,121,0,0,2
Psychic Energy,Energy,HeartGold & SoulSilver,120,0,0,3
Lightning Energy,Energy,HeartGold & SoulSilver,119,0,0,4
Water Energy,Energy,HeartGold & SoulSilver,118,0,0,5
Fire Energy,Energy,HeartGold & SoulSilver,117,0,0,6
Grass Energy,Energy,HeartGold & SoulSilver,116,0,0,7
Lugia LEGEND,Pokémon,HeartGold & SoulSilver,115,{W},0,8
Lugia LEGEND,Pokémon,HeartGold & SoulSilver,114,{W},0,9
Ho-Oh LEGEND,Pokémon,HeartGold & SoulSilver,113,{R},0,10
Ho-Oh LEGEND,Pokémon,HeartGold & SoulSilver,112,{R},0,11
Typhlosion,Pokémon,HeartGold & SoulSilver,111,{R},0,12
Meganium,Pokémon,HeartGold & SoulSilver,110,{G},0,13
Feraligatr,Pokémon,HeartGold & SoulSilver,109,{W},0,14
Donphan,Pokémon,HeartGold & SoulSilver,108,{F},0,15
Blissey,Pokémon,HeartGold & SoulSilver,107,{C},0,16
Ampharos,Pokémon,HeartGold & SoulSilver,106,{L},0,17
Rainbow Energy,Energy,HeartGold & SoulSilver,105,0,0,18
Double Colorless Energy,Energy,HeartGold & SoulSilver,104,0,0,19
Switch,Trainer,HeartGold & SoulSilver,103,0,(Item),20
Professor Oak’s New Theory,(Trainer),HeartGold & SoulSilver,102,0,0,21
Professor Elm’s Training Method,(Trainer),HeartGold & SoulSilver,101,0,0,22
Pokémon Reversal,Trainer,HeartGold & SoulSilver,100,0,(Item),23
Pokémon Communication,Trainer,HeartGold & SoulSilver,99,0,(Item),24
Pokémon Collector,(Trainer),HeartGold & SoulSilver,98,0,0,25
Pokégear 3.0,Trainer,HeartGold & SoulSilver,97,0,(Item),26
Poké Ball,Trainer,HeartGold & SoulSilver,96,0,(Item),27
Moomoo Milk,Trainer,HeartGold & SoulSilver,95,0,(Item),28
Full Heal,Trainer,HeartGold & SoulSilver,94,0,(Item),29
Fisherman,(Trainer),HeartGold & SoulSilver,93,0,0,30
Energy Switch,Trainer,HeartGold & SoulSilver,92,0,(Item),31
Copycat,(Trainer),HeartGold & SoulSilver,91,0,0,32
Bill,(Trainer),HeartGold & SoulSilver,90,0,0,33
Wooper,Pokémon,HeartGold & SoulSilver,89,{W},0,34
Vulpix,Pokémon,HeartGold & SoulSilver,88,{R},0,35
Totodile,Pokémon,HeartGold & SoulSilver,87,{W},0,36
Sunkern,Pokémon,HeartGold & SoulSilver,86,{G},0,37
Staryu,Pokémon,HeartGold & SoulSilver,85,{W},0,38
Spinarak,Pokémon,HeartGold & SoulSilver,84,{G},0,39
Snubbull,Pokémon,HeartGold & SoulSilver,83,{C},0,40
Slowpoke,Pokémon,HeartGold & SoulSilver,82,{W},0,41
Sentret,Pokémon,HeartGold & SoulSilver,81,{C},0,42
Sandshrew,Pokémon,HeartGold & SoulSilver,80,{F},0,43
Pikachu,Pokémon,HeartGold & SoulSilver,79,{L},0,44
Phanpy,Pokémon,HeartGold & SoulSilver,78,{F},0,45
Paras,Pokémon,HeartGold & SoulSilver,77,{G},0,46
Meowth,Pokémon,HeartGold & SoulSilver,76,{C},0,47
Marill,Pokémon,HeartGold & SoulSilver,75,{W},0,48
Mareep,Pokémon,HeartGold & SoulSilver,74,{L},0,49
Magikarp,Pokémon,HeartGold & SoulSilver,73,{W},0,50
Ledyba,Pokémon,HeartGold & SoulSilver,72,{G},0,51
Koffing,Pokémon,HeartGold & SoulSilver,71,{P},0,52
Jynx,Pokémon,HeartGold & SoulSilver,70,{P},0,53
Jigglypuff,Pokémon,HeartGold & SoulSilver,69,{C},0,54
Hoppip,Pokémon,HeartGold & SoulSilver,68,{G},0,55
Hoothoot,Pokémon,HeartGold & SoulSilver,67,{C},0,56
Growlithe,Pokémon,HeartGold & SoulSilver,66,{R},0,57
Girafarig,Pokémon,HeartGold & SoulSilver,65,{C},0,58
Exeggcute,Pokémon,HeartGold & SoulSilver,64,{P},0,59
Carracosta,Pokémon,Noble Victories,26,{W},0,0
Tirtouga,Pokémon,Noble Victories,25,{W},0,1
Seismitoad,Pokémon,Noble Victories,24,{W},0,2
Palpitoad,Pokémon,Noble Victories,23,{W},0,3
Tympole,Pokémon,Noble Victories,22,{W},0,4
Volcarona,Pokémon,Noble Victories,21,{R},0,5
Larvesta,Pokémon,Noble Victories,20,{R},0,6
Larvesta,Pokémon,Noble Victories,19,{R},0,7
Heatmor,Pokémon,Noble Victories,18,{R},0,8
Simisear,Pokémon,Noble Victories,17,{R},0,9
Pansear,Pokémon,Noble Victories,16,{R},0,10
Victini,Pokémon,Noble Victories,15,{R},0,11
Victini,Pokémon,Noble Victories,14,{R},0,12
Virizion,Pokémon,Noble Victories,13,{G},0,13
Accelgor,Pokémon,Noble Victories,12,{G},0,14
Shelmet,Pokémon,Noble Victories,11,{G},0,15
Amoonguss,Pokémon,Noble Victories,10,{G},0,16
Foongus,Pokémon,Noble Victories,9,{G},0,17
Karrablast,Pokémon,Noble Victories,8,{G},0,18
Crustle,Pokémon,Noble Victories,7,{G},0,19
Dwebble,Pokémon,Noble Victories,6,{G},0,20
Lilligant,Pokémon,Noble Victories,5,{G},0,21
Petilil,Pokémon,Noble Victories,4,{G},0,22
Leavanny,Pokémon,Noble Victories,3,{G},0,23
Swadloon,Pokémon,Noble Victories,2,{G},0,24
Sewaddle,Pokémon,Noble Victories,1,{G},0,25
Zekrom,Pokémon,Black & White Promos,24,{L},0,26
Reshiram,Pokémon,Black & White Promos,23,{R},0,27
Samurott,Pokémon,Black & White Promos,22,{W},0,28
Emboar,Pokémon,Black & White Promos,21,{R},0,29
Serperior,Pokémon,Black & White Promos,20,{G},0,30
Victory Cup,Trainer,Black & White Promos,31,0,Item,31
Victory Cup,Trainer,Black & White Promos,30,0,Item,32
Victory Cup,Trainer,Black & White Promos,29,0,Item,33
Darumaka,Pokémon,Black & White Promos,18,{R},0,34
Ducklett,Pokémon,Black & White Promos,17,{W},0,35
Axew,Pokémon,Black & White Promos,16,{C},0,36
Pidove,Pokémon,Black & White Promos,15,{C},0,37
Pansage,Pokémon,Black & White Promos,14,{G},0,38
Minccino,Pokémon,Black & White Promos,13,{C},0,39
Zorua,Pokémon,Black & White Promos,12,{D},0,40
Excadrill,Pokémon,Black & White Trainer Kit—Excadrill,30,{F},0,41
Zoroark,Pokémon,Black & White Trainer Kit—Zoroark,30,{D},0,42
Timburr,Pokémon,Black & White Trainer Kit—Excadrill,29,{F},0,43
Patrat,Pokémon,Black & White Trainer Kit—Zoroark,29,{C},0,44
Fighting Energy,Energy,Black & White Trainer Kit—Excadrill,28,0,0,45
Darkness Energy,Energy,Black & White Trainer Kit—Zoroark,28,0,0,46
Lillipup,Pokémon,Black & White Trainer Kit—Excadrill,27,{C},0,47
Energy Search,Trainer,Black & White Trainer Kit—Zoroark,27,0,Item,48
Fighting Energy,Energy,Black & White Trainer Kit—Excadrill,26,0,0,49
Darkness Energy,Energy,Black & White Trainer Kit—Zoroark,26,0,0,50
Drilbur,Pokémon,Black & White Trainer Kit—Excadrill,25,{F},0,51
Purrloin,Pokémon,Black & White Trainer Kit—Zoroark,25,{D},0,52
Pokémon Communication,Trainer,Black & White Trainer Kit—Excadrill,24,0,Item,53
Darkness Energy,Energy,Black & White Trainer Kit—Zoroark,24,0,0,54
Potion,Trainer,Black & White Trainer Kit—Excadrill,23,0,Item,55
Zorua,Pokémon,Black & White Trainer Kit—Zoroark,23,{D},0,56
Darkness Energy,Energy,Black & White Trainer Kit—Zoroark,22,0,0,57
Fighting Energy,Energy,Black & White Trainer Kit—Excadrill,22,0,0,58
Pidove,Pokémon,Black & White Trainer Kit—Zoroark,21,{C},0,59
Watchog,Pokémon,Emerging Powers,79,{C},0,0
Patrat,Pokémon,Emerging Powers,78,{C},0,1
Cobalion,Pokémon,Emerging Powers,77,{M},0,2
Klinklang,Pokémon,Emerging Powers,76,{M},0,3
Klang,Pokémon,Emerging Powers,75,{M},0,4
Klink,Pokémon,Emerging Powers,74,{M},0,5
Ferrothorn,Pokémon,Emerging Powers,73,{M},0,6
Ferrothorn,Pokémon,Emerging Powers,72,{M},0,7
Ferroseed,Pokémon,Emerging Powers,71,{M},0,8
Ferroseed,Pokémon,Emerging Powers,70,{M},0,9
Mandibuzz,Pokémon,Emerging Powers,69,{D},0,10
Vullaby,Pokémon,Emerging Powers,68,{D},0,11
Zoroark,Pokémon,Emerging Powers,67,{D},0,12
Zorua,Pokémon,Emerging Powers,66,{D},0,13
Liepard,Pokémon,Emerging Powers,65,{D},0,14
Purrloin,Pokémon,Emerging Powers,64,{D},0,15
Terrakion,Pokémon,Emerging Powers,63,{F},0,16
Krookodile,Pokémon,Emerging Powers,62,{F},0,17
Krokorok,Pokémon,Emerging Powers,61,{F},0,18
Sandile,Pokémon,Emerging Powers,60,{F},0,19
Sawk,Pokémon,Emerging Powers,59,{F},0,20
Throh,Pokémon,Emerging Powers,58,{F},0,21
Excadrill,Pokémon,Emerging Powers,57,{F},0,22
Excadrill,Pokémon,Emerging Powers,56,{F},0,23
Drilbur,Pokémon,Emerging Powers,55,{F},0,24
Drilbur,Pokémon,Emerging Powers,54,{F},0,25
Gigalith,Pokémon,Emerging Powers,53,{F},0,26
Boldore,Pokémon,Emerging Powers,52,{F},0,27
Boldore,Pokémon,Emerging Powers,51,{F},0,28
Roggenrola,Pokémon,Emerging Powers,50,{F},0,29
Roggenrola,Pokémon,Emerging Powers,49,{F},0,30
Gothitelle,Pokémon,Emerging Powers,48,{P},0,31
Gothitelle,Pokémon,Emerging Powers,47,{P},0,32
Gothorita,Pokémon,Emerging Powers,46,{P},0,33
Gothorita,Pokémon,Emerging Powers,45,{P},0,34
Gothita,Pokémon,Emerging Powers,44,{P},0,35
Gothita,Pokémon,Emerging Powers,43,{P},0,36
Sigilyph,Pokémon,Emerging Powers,42,{P},0,37
Sigilyph,Pokémon,Emerging Powers,41,{P},0,38
Scolipede,Pokémon,Emerging Powers,40,{P},0,39
Whirlipede,Pokémon,Emerging Powers,39,{P},0,40
Venipede,Pokémon,Emerging Powers,38,{P},0,41
Swoobat,Pokémon,Emerging Powers,37,{P},0,42
Woobat,Pokémon,Emerging Powers,36,{P},0,43
Thundurus,Pokémon,Emerging Powers,35,{L},0,44
Galvantula,Pokémon,Emerging Powers,34,{L},0,45
Joltik,Pokémon,Emerging Powers,33,{L},0,46
Emolga,Pokémon,Emerging Powers,32,{L},0,47
Beartic,Pokémon,Emerging Powers,31,{W},0,48
Beartic,Pokémon,Emerging Powers,30,{W},0,49
Cubchoo,Pokémon,Emerging Powers,29,{W},0,50
Tropical Beach,Trainer,Black & White Promos,28,0,Stadium,51
Cubchoo,Pokémon,Emerging Powers,28,{W},0,52
Swanna,Pokémon,Emerging Powers,27,{W},0,53
Ducklett,Pokémon,Emerging Powers,26,{W},0,54
Basculin,Pokémon,Emerging Powers,25,{W},0,55
Basculin,Pokémon,Emerging Powers,24,{W},0,56
Simipour,Pokémon,Emerging Powers,23,{W},0,57
Panpour,Pokémon,Emerging Powers,22,{W},0,58
Darmanitan,Pokémon,Emerging Powers,21,{R},0,59
Junk Arm,Trainer,Triumphant,87,0,(Item),0
Indigo Plateau,(Trainer),Triumphant,86,0,0,1
Black Belt,(Trainer),Triumphant,85,0,0,2
Yanma,Pokémon,Triumphant,84,{G},0,3
Voltorb,Pokémon,Triumphant,83,{L},0,4
Volbeat,Pokémon,Triumphant,82,{G},0,5
Venonat,Pokémon,Triumphant,81,{G},0,6
Tentacool,Pokémon,Triumphant,80,{W},0,7
Swinub,Pokémon,Triumphant,79,{W},0,8
Swablu,Pokémon,Triumphant,78,{C},0,9
Spoink,Pokémon,Triumphant,77,{P},0,10
Skorupi,Pokémon,Triumphant,76,{P},0,11
Shuppet,Pokémon,Triumphant,75,{P},0,12
Psyduck,Pokémon,Triumphant,74,{W},0,13
Porygon,Pokémon,Triumphant,73,{C},0,14
Ponyta,Pokémon,Triumphant,72,{R},0,15
Pidgey,Pokémon,Triumphant,71,{C},0,16
Nidoran Male,Pokémon,Triumphant,70,{P},0,17
Nidoran Female,Pokémon,Triumphant,69,{P},0,18
Magnemite,Pokémon,Triumphant,68,{L},0,19
Machop,Pokémon,Triumphant,67,{F},0,20
Lickitung,Pokémon,Triumphant,66,{C},0,21
Kricketot,Pokémon,Triumphant,65,{G},0,22
Illumise,Pokémon,Triumphant,64,{G},0,23
Gastly,Pokémon,Triumphant,63,{P},0,24
Dratini,Pokémon,Triumphant,62,{C},0,25
Diglett,Pokémon,Triumphant,61,{F},0,26
Cubone,Pokémon,Triumphant,60,{F},0,27
Carvanha,Pokémon,Triumphant,59,{D},0,28
Bronzor,Pokémon,Triumphant,58,{M},0,29
Bellsprout,Pokémon,Triumphant,57,{G},0,30
Aron,Pokémon,Triumphant,56,{M},0,31
Aipom,Pokémon,Triumphant,55,{C},0,32
Yanmega,Pokémon,Triumphant,54,{G},0,33
Weepinbell,Pokémon,Triumphant,53,{G},0,34
Wailmer,Pokémon,Triumphant,52,{W},0,35
Unown,Pokémon,Triumphant,51,{P},0,36
Tentacruel,Pokémon,Triumphant,50,{W},0,37
Porygon2,Pokémon,Triumphant,49,{C},0,38
Piloswine,Pokémon,Triumphant,48,{W},0,39
Pidgeotto,Pokémon,Triumphant,47,{C},0,40
Nidorino,Pokémon,Triumphant,46,{P},0,41
Nidorina,Pokémon,Triumphant,45,{P},0,42
Marowak,Pokémon,Triumphant,44,{F},0,43
Magneton,Pokémon,Triumphant,43,{L},0,44
Magmar,Pokémon,Triumphant,42,{R},0,45
Magby,Pokémon,Triumphant,41,{R},0,46
Machoke,Pokémon,Triumphant,40,{F},0,47
Luvdisc,Pokémon,Triumphant,39,{W},0,48
Lickilicky,Pokémon,Triumphant,38,{C},0,49
Lairon,Pokémon,Triumphant,37,{M},0,50
Kangaskhan,Pokémon,Triumphant,36,{C},0,51
Haunter,Pokémon,Triumphant,35,{P},0,52
Electrode,Pokémon,Triumphant,34,{L},0,53
Electabuzz,Pokémon,Triumphant,33,{L},0,54
Dragonair,Pokémon,Triumphant,32,{C},0,55
Wailord,Pokémon,Triumphant,31,{W},0,56
Sharpedo,Pokémon,Triumphant,30,{D},0,57
Pidgeot,Pokémon,Triumphant,29,{C},0,58
Nidoqueen,Pokémon,Triumphant,28,{P},0,59
Drowzee,Pokémon,HeartGold & SoulSilver,63,{P},0,0
Cyndaquil,Pokémon,HeartGold & SoulSilver,62,{R},0,1
Clefairy,Pokémon,HeartGold & SoulSilver,61,{C},0,2
Chikorita,Pokémon,HeartGold & SoulSilver,60,{G},0,3
Chansey,Pokémon,HeartGold & SoulSilver,59,{C},0,4
Caterpie,Pokémon,HeartGold & SoulSilver,58,{G},0,5
Wigglytuff,Pokémon,HeartGold & SoulSilver,57,{C},0,6
Unown,Pokémon,HeartGold & SoulSilver,56,{P},0,7
Unown,Pokémon,HeartGold & SoulSilver,55,{P},0,8
Starmie,Pokémon,HeartGold & SoulSilver,54,{W},0,9
Slowbro,Pokémon,HeartGold & SoulSilver,53,{W},0,10
Skiploom,Pokémon,HeartGold & SoulSilver,52,{G},0,11
Qwilfish,Pokémon,HeartGold & SoulSilver,51,{W},0,12
Quilava,Pokémon,HeartGold & SoulSilver,50,{R},0,13
Parasect,Pokémon,HeartGold & SoulSilver,49,{G},0,14
Miltank,Pokémon,HeartGold & SoulSilver,48,{C},0,15
Metapod,Pokémon,HeartGold & SoulSilver,47,{G},0,16
Mantine,Pokémon,HeartGold & SoulSilver,46,{W},0,17
Igglybuff,Pokémon,HeartGold & SoulSilver,45,{C},0,18
Heracross,Pokémon,HeartGold & SoulSilver,44,{G},0,19
Flaaffy,Pokémon,HeartGold & SoulSilver,43,{L},0,20
Dunsparce,Pokémon,HeartGold & SoulSilver,42,{C},0,21
Donphan,Pokémon,HeartGold & SoulSilver,41,{F},0,22
Delibird,Pokémon,HeartGold & SoulSilver,40,{W},0,23
Croconaw,Pokémon,HeartGold & SoulSilver,39,{W},0,24
Corsola,Pokémon,HeartGold & SoulSilver,38,{W},0,25
Blissey,Pokémon,HeartGold & SoulSilver,37,{C},0,26
Bayleef,Pokémon,HeartGold & SoulSilver,36,{G},0,27
Weezing,Pokémon,HeartGold & SoulSilver,35,{P},0,28
Tyrogue,Pokémon,HeartGold & SoulSilver,34,{F},0,29
Typhlosion,Pokémon,HeartGold & SoulSilver,33,{R},0,30
Sunflora,Pokémon,HeartGold & SoulSilver,32,{G},0,31
Smoochum,Pokémon,HeartGold & SoulSilver,31,{P},0,32
Sandslash,Pokémon,HeartGold & SoulSilver,30,{F},0,33
Pichu,Pokémon,HeartGold & SoulSilver,29,{L},0,34
Persian,Pokémon,HeartGold & SoulSilver,28,{C},0,35
Meganium,Pokémon,HeartGold & SoulSilver,27,{G},0,36
Ledian,Pokémon,HeartGold & SoulSilver,26,{G},0,37
Lapras,Pokémon,HeartGold & SoulSilver,25,{W},0,38
Hypno,Pokémon,HeartGold & SoulSilver,24,{P},0,39
Granbull,Pokémon,HeartGold & SoulSilver,23,{C},0,40
Furret,Pokémon,HeartGold & SoulSilver,22,{C},0,41
Feraligatr,Pokémon,HeartGold & SoulSilver,21,{W},0,42
Farfetch’d,Pokémon,HeartGold & SoulSilver,20,{C},0,43
Exeggutor,Pokémon,HeartGold & SoulSilver,19,{P},0,44
Cleffa,Pokémon,HeartGold & SoulSilver,18,{C},0,45
Butterfree,Pokémon,HeartGold & SoulSilver,17,{G},0,46
Ariados,Pokémon,HeartGold & SoulSilver,16,{G},0,47
Ampharos,Pokémon,HeartGold & SoulSilver,15,{L},0,48
Wobbuffet,Pokémon,HeartGold & SoulSilver,14,{P},0,49
Slowking,Pokémon,HeartGold & SoulSilver,13,{P},0,50
Shuckle,Pokémon,HeartGold & SoulSilver,12,{G},0,51
Raichu,Pokémon,HeartGold & SoulSilver,11,{L},0,52
Quagsire,Pokémon,HeartGold & SoulSilver,10,{W},0,53
Noctowl,Pokémon,HeartGold & SoulSilver,9,{C},0,54
Metal Energy,Energy,HS Energy (2010 Unnumbered),8,0,0,55
Ninetales,Pokémon,HeartGold & SoulSilver,8,{R},0,56
Darkness Energy,Energy,HS Energy (2010 Unnumbered),7,0,0,57
Jumpluff,Pokémon,HeartGold & SoulSilver,7,{G},0,58
Noctowl,Pokémon,HeartGold & SoulSilver Promos,6,{C},0,59
Axew,Pokémon,Noble Victories,86,{C},0,0
Audino,Pokémon,Noble Victories,85,{C},0,1
Cobalion,Pokémon,Noble Victories,84,{M},0,2
Durant,Pokémon,Noble Victories,83,{M},0,3
Bisharp,Pokémon,Noble Victories,82,{M},0,4
Pawniard,Pokémon,Noble Victories,81,{M},0,5
Escavalier,Pokémon,Noble Victories,80,{M},0,6
Hydreigon,Pokémon,Noble Victories,79,{D},0,7
Zweilous,Pokémon,Noble Victories,78,{D},0,8
Deino,Pokémon,Noble Victories,77,{D},0,9
Bisharp,Pokémon,Noble Victories,76,{D},0,10
Pawniard,Pokémon,Noble Victories,75,{D},0,11
Landorus,Pokémon,Noble Victories,74,{F},0,12
Terrakion,Pokémon,Noble Victories,73,{F},0,13
Golurk,Pokémon,Noble Victories,72,{F},0,14
Golett,Pokémon,Noble Victories,71,{F},0,15
Mienshao,Pokémon,Noble Victories,70,{F},0,16
Mienfoo,Pokémon,Noble Victories,69,{F},0,17
Stunfisk,Pokémon,Noble Victories,68,{F},0,18
Archeops,Pokémon,Noble Victories,67,{F},0,19
Archen,Pokémon,Noble Victories,66,{F},0,20
Conkeldurr,Pokémon,Noble Victories,65,{F},0,21
Conkeldurr,Pokémon,Noble Victories,64,{F},0,22
Gurdurr,Pokémon,Noble Victories,63,{F},0,23
Timburr,Pokémon,Noble Victories,62,{F},0,24
Gigalith,Pokémon,Noble Victories,61,{F},0,25
Chandelure,Pokémon,Noble Victories,60,{P},0,26
Lampent,Pokémon,Noble Victories,59,{P},0,27
Litwick,Pokémon,Noble Victories,58,{P},0,28
Litwick,Pokémon,Noble Victories,57,{P},0,29
Beheeyem,Pokémon,Noble Victories,56,{P},0,30
Elgyem,Pokémon,Noble Victories,55,{P},0,31
Elgyem,Pokémon,Noble Victories,54,{P},0,32
Reuniclus,Pokémon,Noble Victories,53,{P},0,33
Reuniclus,Pokémon,Noble Victories,52,{P},0,34
Duosion,Pokémon,Noble Victories,51,{P},0,35
Solosis,Pokémon,Noble Victories,50,{P},0,36
Garbodor,Pokémon,Noble Victories,49,{P},0,37
Trubbish,Pokémon,Noble Victories,48,{P},0,38
Cofagrigus,Pokémon,Noble Victories,47,{P},0,39
Cofagrigus,Pokémon,Noble Victories,46,{P},0,40
Yamask,Pokémon,Noble Victories,45,{P},0,41
Yamask,Pokémon,Noble Victories,44,{P},0,42
Victini,Pokémon,Noble Victories,43,{P},0,43
Stunfisk,Pokémon,Noble Victories,42,{L},0,44
Eelektross,Pokémon,Noble Victories,41,{L},0,45
Eelektrik,Pokémon,Noble Victories,40,{L},0,46
Tynamo,Pokémon,Noble Victories,39,{L},0,47
Tynamo,Pokémon,Noble Victories,38,{L},0,48
Emolga,Pokémon,Noble Victories,37,{L},0,49
Zebstrika,Pokémon,Noble Victories,36,{L},0,50
Blitzle,Pokémon,Noble Victories,35,{L},0,51
Kyurem,Pokémon,Noble Victories,34,{W},0,52
Cryogonal,Pokémon,Noble Victories,33,{W},0,53
Cryogonal,Pokémon,Noble Victories,32,{W},0,54
Jellicent,Pokémon,Noble Victories,31,{W},0,55
Frillish,Pokémon,Noble Victories,30,{W},0,56
Vanilluxe,Pokémon,Noble Victories,29,{W},0,57
Vanillish,Pokémon,Noble Victories,28,{W},0,58
Vanillite,Pokémon,Noble Victories,27,{W},0,59
Volcarona,Pokémon,Black & White Promos,40,{R},0,0
Pokémon Catcher,Trainer,Dark Explorers,111,0,Item,1
Archeops,Pokémon,Dark Explorers,110,{F},0,2
Gardevoir,Pokémon,Dark Explorers,109,{P},0,3
Tornadus-EX,Pokémon,Dark Explorers,108,{C},0,4
Darkrai-EX,Pokémon,Dark Explorers,107,{D},0,5
Groudon-EX,Pokémon,Dark Explorers,106,{F},0,6
Raikou-EX,Pokémon,Dark Explorers,105,{L},0,7
Kyogre-EX,Pokémon,Dark Explorers,104,{W},0,8
Entei-EX,Pokémon,Dark Explorers,103,{R},0,9
Ultra Ball,Trainer,Dark Explorers,102,0,Item,10
Twist Mountain,Trainer,Dark Explorers,101,0,Stadium,11
Rare Candy,Trainer,Dark Explorers,100,0,Item,12
Random Receiver,Trainer,Dark Explorers,99,0,Item,13
Professor Juniper,Trainer,Dark Explorers,98,0,Supporter,14
Old Amber Aerodactyl,Trainer,Dark Explorers,97,0,Item,15
N,Trainer,Dark Explorers,96,0,Supporter,16
Hooligans Jim & Cas,Trainer,Dark Explorers,95,0,Supporter,17
Enhanced Hammer,Trainer,Dark Explorers,94,0,Item,18
Dark Patch,Trainer,Dark Explorers,93,0,Item,19
Dark Claw,Trainer,Dark Explorers,92,0,Pokémon Tool,20
Cheren,Trainer,Dark Explorers,91,0,Supporter,21
Tornadus-EX,Pokémon,Dark Explorers,90,{C},0,22
Stoutland,Pokémon,Dark Explorers,88,{C},0,23
Haxorus,Pokémon,Dark Explorers,89,{C},0,24
Herdier,Pokémon,Dark Explorers,87,{C},0,25
Lillipup,Pokémon,Dark Explorers,86,{C},0,26
Chatot,Pokémon,Dark Explorers,85,{C},0,27
Eevee,Pokémon,Dark Explorers,84,{C},0,28
